Movie Name,Released Date,Genre,MPAA Rating,Year Gross,Tickets Sold
Valentine's Day,"Feb 12, 2010",Romantic Comedy,PG-13,"$110,485,654","14,003,251"
The Expendables,"Aug 13, 2010",Action,R,"$103,068,524","13,063,184"
Little Fockers,"Dec 22, 2010",Comedy,PG-13,"$102,576,190","13,000,785"
Due Date,"Nov 5, 2010",Comedy,R,"$99,231,922","12,576,923"
Date Night,"Apr 9, 2010",Comedy,PG-13,"$98,711,404","12,510,951"
The Book of Eli,"Jan 15, 2010",Action,R,"$94,835,059","12,019,653"
Paranormal Activity 2,"Oct 22, 2010",Horror,R,"$84,660,648","10,730,120"
Knight and Day,"Jun 23, 2010",Action,PG-13,"$76,423,035","9,686,063"
The Bounty Hunter,"Mar 19, 2010",Romantic Comedy,PG-13,"$67,061,228","8,499,522"
Tooth Fairy,"Jan 22, 2010",Adventure,PG,"$60,022,256","7,607,384"
Takers,"Aug 27, 2010",Thriller/Suspense,PG-13,"$57,744,720","7,318,722"
The Tourist,"Dec 10, 2010",Thriller/Suspense,PG-13,"$54,633,191","6,924,359"
It’s Complicated,"Dec 25, 2009",Romantic Comedy,R,"$53,556,535","6,787,901"
Life as We Know It,"Oct 8, 2010",Romantic Comedy,PG-13,"$52,886,508","6,702,979"
Wall Street 2: Money Never …,"Sep 24, 2010",Drama,PG-13,"$52,474,616","6,650,775"
Predators,"Jul 9, 2010",Action,R,"$52,000,688","6,590,708"
Hot Tub Time Machine,"Mar 26, 2010",Comedy,R,"$50,269,859","6,371,338"
Black Swan,"Dec 3, 2010",Thriller/Suspense,R,"$47,807,791","6,059,289"
Killers,"Jun 4, 2010",Action,PG-13,"$47,059,963","5,964,507"
Saw 3D,"Oct 29, 2010",Horror,R,"$45,710,178","5,793,431"
Cop Out,"Feb 26, 2010",Comedy,R,"$44,875,481","5,687,640"
Cats & Dogs: The Revenge of…,"Jul 30, 2010",Adventure,PG,"$43,585,753","5,524,177"
Step Up 3D,"Aug 6, 2010",Drama,PG-13,"$42,400,223","5,373,919"
The Last Exorcism,"Aug 27, 2010",Horror,PG-13,"$41,034,350","5,200,804"
Legion,"Jan 22, 2010",Horror,R,"$40,168,080","5,091,011"
Crazy Heart,"Dec 16, 2009",Drama,R,"$38,769,554","4,913,758"
Burlesque,"Nov 24, 2010",Musical,PG-13,"$37,733,561","4,782,454"
The Back-up Plan,"Apr 23, 2010",Romantic Comedy,PG-13,"$37,490,007","4,751,585"
Vampires Suck,"Aug 18, 2010",Comedy,PG-13,"$36,661,504","4,646,578"
The American,"Sep 1, 2010",Thriller/Suspense,R,"$35,606,376","4,512,848"
Devil,"Sep 17, 2010",Horror,PG-13,"$33,679,655","4,268,651"
Hereafter,"Oct 22, 2010",Drama,PG-13,"$32,712,586","4,146,082"
When in Rome,"Jan 29, 2010",Romantic Comedy,PG-13,"$32,680,633","4,142,032"
She's Out of My League,"Mar 12, 2010",Romantic Comedy,R,"$32,010,860","4,057,143"
Morning Glory,"Nov 10, 2010",Comedy,PG-13,"$30,759,976","3,898,603"
Daybreakers,"Jan 8, 2010",Horror,R,"$30,101,577","3,815,155"
The Switch,"Aug 20, 2010",Romantic Comedy,PG-13,"$27,758,465","3,518,183"
Machete,"Sep 3, 2010",Action,R,"$26,593,646","3,370,551"
Leap Year,"Jan 8, 2010",Romantic Comedy,PG,"$25,918,920","3,285,034"
You Again,"Sep 24, 2010",Comedy,PG,"$25,702,053","3,257,547"
Alpha and Omega,"Sep 17, 2010",Adventure,PG,"$25,107,267","3,182,163"
How Do You Know?,"Dec 17, 2010",Romantic Comedy,R,"$25,040,894","3,173,751"
Lottery Ticket,"Aug 20, 2010",Comedy,PG-13,"$24,719,879","3,133,065"
The Spy Next Door,"Jan 15, 2010",Comedy,PG,"$24,307,106","3,080,748"
From Paris With Love,"Feb 5, 2010",Thriller/Suspense,R,"$24,077,427","3,051,638"
The King’s Speech,"Nov 26, 2010",Drama,R,"$22,932,401","2,906,514"
Faster,"Nov 24, 2010",Action,R,"$22,856,870","2,896,941"
Just Wright,"May 14, 2010",Romantic Comedy,PG,"$21,540,363","2,730,084"
Skyline,"Nov 12, 2010",Thriller/Suspense,PG-13,"$21,416,355","2,714,367"
The Kids Are All Right,"Jul 9, 2010",Comedy,R,"$20,811,365","2,637,688"
Our Family Wedding,"Mar 12, 2010",Comedy,PG-13,"$20,255,281","2,567,209"
Remember Me,"Mar 12, 2010",Drama,PG-13,"$19,068,240","2,416,760"
Going the Distance,"Sep 3, 2010",Romantic Comedy,R,"$17,804,299","2,256,565"
Furry Vengeance,"Apr 30, 2010",Comedy,PG,"$17,630,465","2,234,533"
Splice,"Jun 4, 2010",Horror,R,"$17,010,170","2,155,915"
My Soul to Take,"Oct 8, 2010",Horror,R,"$14,744,435","1,868,750"
Case 39,"Oct 1, 2010",Horror,R,"$13,261,851","1,680,843"
Get Low,"Jul 30, 2010",Drama,PG-13,"$9,111,488","1,154,814"
Cyrus,"Jun 18, 2010",Comedy,R,"$7,468,936","946,633"
City Island,"Mar 19, 2010",Comedy,PG-13,"$6,671,283","845,536"
The Imaginarium of Doctor P…,"Dec 25, 2009",Adventure,PG-13,"$6,659,786","844,079"
The Warrior's Way,"Dec 3, 2010",Western,R,"$5,569,301","705,868"
Io sono l’amore,"Jun 18, 2010",Drama,R,"$5,005,465","634,406"
Solitary Man,"May 21, 2010",Drama,R,"$4,360,548","552,667"
The Hurt Locker,"Jun 26, 2009",Drama,R,"$4,346,706","550,913"
Did You Hear About the Morg…,"Dec 18, 2009",Romantic Comedy,PG-13,"$4,267,703","540,900"
Greenberg,"Mar 19, 2010",Romantic Comedy,R,"$4,234,170","536,650"
My Name is Khan,"Feb 12, 2010",Drama,PG-13,"$4,046,336","512,844"
Please Give,"Apr 30, 2010",Black Comedy,R,"$4,033,574","511,226"
To Save a Life,"Jan 22, 2010",Drama,PG-13,"$3,777,210","478,733"
You Will Meet a Tall Dark S…,"Sep 22, 2010",Drama,R,"$3,229,586","409,326"
Los abrazos rotos,"Nov 20, 2009",Thriller/Suspense,R,"$2,991,650","379,169"
Joan Rivers: A Piece of Work,"Jun 11, 2010",Documentary,R,"$2,930,687","371,443"
Letters to God,"Apr 9, 2010",Drama,PG,"$2,848,587","361,037"
2012,"Nov 13, 2009",Adventure,PG-13,"$2,670,038","338,408"
Planet 51,"Nov 20, 2009",Adventure,PG,"$2,623,491","332,508"
N-Secure,"Oct 15, 2010",Thriller/Suspense,R,"$2,595,644","328,978"
Robot,"Oct 1, 2010",Action,Not Rated,"$2,276,427","288,520"
Old Dogs,"Nov 25, 2009",Comedy,PG,"$2,252,485","285,486"
Das Weisse Band: Eine deuts…,"Dec 30, 2009",Drama,R,"$2,137,172","270,870"
Un Prophète,"Feb 26, 2010",Drama,R,"$2,087,720","264,603"
Lourdes,"Feb 17, 2010",Drama,Not Rated,"$1,891,305","239,709"
Stone,"Oct 8, 2010",Drama,R,"$1,810,078","229,414"
Kites,"May 21, 2010",Thriller/Suspense,Not Rated,"$1,685,269","213,595"
Cairo Time,"Aug 6, 2010",Drama,PG,"$1,603,616","203,246"
Dabangg,"Sep 10, 2010",Drama,Not Rated,"$1,288,549","163,314"
Micmacs,"May 28, 2010",Comedy,R,"$1,259,693","159,656"
Housefull,"Apr 30, 2010",Romantic Comedy,Not Rated,"$1,183,658","150,020"
Golmaal 3,"Nov 5, 2010",Comedy,Not Rated,"$1,132,192","143,497"
Mother and Child,"May 7, 2010",Drama,R,"$1,110,509","140,748"
La Mission,"Apr 9, 2010",Drama,R,"$1,062,941","134,720"
Buried,"Sep 24, 2010",Thriller/Suspense,R,"$1,044,143","132,337"
Guzaarish,"Nov 19, 2010",Drama,Not Rated,"$1,026,589","130,112"
Animal Kingdom,"Aug 13, 2010",Drama,R,"$1,016,417","128,823"
I Hate Luv Storys,"Jul 2, 2010",Romantic Comedy,Not Rated,"$847,993","107,476"
L'enfant prodige,"May 28, 2010",Drama,Not Rated,"$773,615","98,050"
What If...,"Aug 20, 2010",Drama,PG,"$767,544","97,280"
Peepli Live,"Aug 13, 2010",Drama,Not Rated,"$754,836","95,669"
Middle Men,"Aug 6, 2010",Comedy,R,"$754,301","95,602"
Couples Retreat,"Oct 9, 2009",Comedy,PG-13,"$693,900","87,947"
Pranzo di ferragosto,"Mar 17, 2010",Comedy,Not Rated,"$675,299","85,589"
Le Concert,"Jul 30, 2010",Drama,PG-13,"$657,986","83,394"
We Are Family,"Sep 3, 2010",Drama,PG,"$638,144","80,880"
The Virginity Hit,"Sep 24, 2010",Comedy,R,"$636,706","80,698"
Ninja Assassin,"Nov 25, 2009",Action,R,"$630,109","79,862"
Agora,"May 28, 2010",Drama,R,"$619,423","78,507"
Madeo,"Mar 12, 2010",Drama,R,"$551,509","69,899"
Ondine,"Jun 4, 2010",Drama,PG-13,"$550,472","69,768"
Standing Ovation,"Jul 16, 2010",Musical,PG,"$531,806","67,402"
Veer,"Jan 22, 2010",Action,Not Rated,"$527,193","66,817"
Preacher's Kid,"Jan 29, 2010",Drama,PG-13,"$514,522","65,211"
Les amours imaginaires,"Jun 11, 2010",Drama,Not Rated,"$509,770","64,609"
L'arnacouer,"Sep 10, 2010",Comedy,Not Rated,"$504,030","63,882"
Gunless,"Apr 30, 2010",Western,Not Rated,"$458,054","58,055"
The Messenger,"Nov 13, 2009",Drama,R,"$455,286","57,704"
The Trotsky,"May 14, 2010",Comedy,Not Rated,"$440,008","55,767"
Somewhere,"Dec 22, 2010",Drama,R,"$432,836","54,858"
Law Abiding Citizen,"Oct 16, 2009",Thriller/Suspense,R,"$428,914","54,361"
Break Ke Baad,"Nov 24, 2010",Drama,Not Rated,"$427,628","54,198"
Action Replayy,"Nov 5, 2010",Drama,Not Rated,"$410,262","51,997"
The Square,"Apr 9, 2010",Thriller/Suspense,R,"$406,216","51,484"
Fish Tank,"Jan 15, 2010",Drama,Not Rated,"$374,675","47,487"
à bout de souffle,"Apr 21, 2000",Drama,Not Rated,"$358,477","45,434"
Like Dandelion Dust,"Sep 24, 2010",Drama,PG-13,"$352,810","44,716"
All Good Things,"Dec 3, 2010",Drama,R,"$323,651","41,020"
Today's Special,"Nov 19, 2010",Comedy,R,"$317,831","40,282"
The Boondock Saints 2: All …,"Oct 30, 2009",Action,R,"$315,233","39,953"
Once Upon a Time in Mumbai,"Jul 30, 2010",Action,Not Rated,"$302,862","38,385"
Blue Valentine,"Dec 29, 2010",Drama,NC-17,"$291,607","36,959"
Tiny Furniture,"Nov 12, 2010",Comedy,Not Rated,"$286,707","36,338"
No Problem,"Dec 10, 2010",Comedy,Not Rated,"$285,468","36,180"
Le baiser du barbu,"Jun 18, 2010",Comedy,Not Rated,"$249,519","31,624"
White Material,"Nov 19, 2010",Drama,Not Rated,"$246,328","31,220"
Frozen,"Feb 5, 2010",Horror,R,"$246,177","31,201"
Four Lions,"Nov 5, 2010",Black Comedy,R,"$242,136","30,688"
Monsters,"Oct 29, 2010",Drama,R,"$237,301","30,076"
Rare Exports: A Christmas Tale,"Dec 3, 2010",Comedy,R,"$215,430","27,304"
La Soga,"Aug 13, 2010",Thriller/Suspense,R,"$210,625","26,695"
Chain Letter,"Oct 1, 2010",Horror,R,"$205,842","26,088"
Legendary,"Sep 10, 2010",Drama,PG-13,"$200,393","25,398"
The Secrets of Jonathan Sperry,"Sep 18, 2009",Drama,PG,"$187,456","23,758"
Fei Cheng Wu Rao 2,"Dec 24, 2010",Romantic Comedy,Not Rated,"$182,517","23,132"
The Human Centipede,"Apr 30, 2010",Horror,R,"$181,467","22,999"
Partir,"Oct 1, 2010",Drama,Not Rated,"$176,113","22,321"
Armored,"Dec 4, 2009",Thriller/Suspense,PG-13,"$173,574","21,999"
Chance Pe Dance,"Jan 15, 2010",Musical,Not Rated,"$168,643","21,374"
The Disappearance of Alice …,"Aug 6, 2010",Thriller/Suspense,R,"$166,980","21,163"
De Mai Tinh,"Sep 10, 2010",Romantic Comedy,PG-13,"$165,987","21,037"
Rann,"Jan 29, 2010",Drama,Not Rated,"$165,873","21,023"
Another Year,"Dec 29, 2010",Drama,PG-13,"$164,654","20,868"
Welcome to the Rileys,"Oct 29, 2010",Drama,R,"$152,857","19,373"
Le père de mes enfants,"May 21, 2010",Drama,Not Rated,"$144,022","18,253"
Hausu,"Jan 15, 2010",Horror,Not Rated,"$140,750","17,839"
The Cremaster Cycle,"Apr 9, 2010",Drama,Not Rated,"$140,666","17,828"
The Weathered Underground,"Jan 26, 2010",Multiple Genres,Not Rated,"$140,091","17,755"
Pure Country 2: The Gift,"Oct 15, 2010",Drama,PG,"$133,771","16,954"
Joheunnom nabbeunnom isangh…,"Apr 23, 2010",Action,R,"$128,486","16,284"
"Lovely, Still","Sep 10, 2010",Drama,PG,"$127,564","16,167"
Centurion,"Aug 27, 2010",Action,R,"$123,570","15,661"
L'illusionniste,"Dec 25, 2010",Adventure,PG,"$123,476","15,649"
Country Strong,"Dec 22, 2010",Drama,PG-13,"$119,742","15,176"
Queen of the Lot,"Nov 19, 2010",Drama,R,"$116,400","14,752"
The Greatest,"Apr 2, 2010",Drama,R,"$115,862","14,684"
Galapagos,"Oct 29, 1999",Documentary,Not Rated,"$113,853","14,430"
Parlez-moi de la pluie,"Jun 18, 2010",Comedy,Not Rated,"$111,844","14,175"
After.Life,"Apr 9, 2010",Horror,R,"$108,596","13,763"
Bellamy,"Oct 29, 2010",Thriller/Suspense,Not Rated,"$107,612","13,639"
The Romantics,"Sep 10, 2010",Comedy,PG-13,"$106,524","13,501"
Saint John of Las Vegas,"Jan 29, 2010",Comedy,R,"$102,645","13,009"
The Good Guy,"Feb 19, 2010",Romantic Comedy,R,"$100,688","12,761"
Kings of the Evening,"Jan 1, 2010",Drama,PG,"$98,124","12,436"
Ishqiya,"Jan 29, 2010",Black Comedy,Not Rated,"$91,468","11,592"
The Loss of a Teardrop Diamond,"Dec 30, 2009",Drama,PG-13,"$90,040","11,411"
Crazy on the Outside,"Jan 8, 2010",Comedy,PG-13,"$88,335","11,195"
Feed the Fish,"Apr 23, 2010",Romantic Comedy,Not Rated,"$84,085","10,657"
La Nana,"Oct 16, 2009",Drama,Not Rated,"$83,834","10,625"
Kasi az Gorbehaye Irani Kha…,"Apr 16, 2010",Drama,Not Rated,"$81,768","10,363"
Kynodontas,"Jun 25, 2010",Drama,Not Rated,"$73,849","9,359"
Rosencrantz and Guildenstei…,"Jun 4, 2010",Comedy,Not Rated,"$70,563","8,943"
Leaves of Grass,"Apr 2, 2010",Black Comedy,R,"$70,066","8,880"
Dulha Mil Gaya,"Jan 8, 2010",Comedy,Not Rated,"$67,511","8,556"
Paranormal Activity,"Sep 25, 2009",Horror,R,"$64,214","8,139"
Contracorriente,"Sep 17, 2010",Drama,Not Rated,"$64,158","8,131"
Hatchet II,"Oct 1, 2010",Horror,R,"$62,000","7,858"
"Patrik, Age 1.5","Aug 14, 2009",Comedy,Not Rated,"$57,060","7,231"
God of Vampires,"Jul 2, 2010",Action,Not Rated,"$56,705","7,186"
Night Catches Us,"Dec 3, 2010",Drama,R,"$54,914","6,959"
Le code a changé,"Aug 27, 2010",Comedy,Not Rated,"$46,714","5,920"
Ca$h,"Mar 26, 2010",Thriller/Suspense,R,"$46,488","5,892"
Les vacances de M. Hulot,"Jun 16, 1954",Comedy,Not Rated,"$45,746","5,797"
35 Rhums,"Sep 18, 2009",Drama,Not Rated,"$44,756","5,672"
Terkel i knibe,"Mar 26, 2010",Adventure,Not Rated,"$40,621","5,148"
La dernière fugue,"Feb 26, 2010",Drama,Not Rated,"$40,249","5,101"
44 Inch Chest,"Jan 15, 2010",Drama,R,"$39,033","4,947"
A Serious Man,"Oct 2, 2009",Comedy,R,"$38,263","4,849"
Le Refuge,"Sep 10, 2010",Drama,Not Rated,"$34,525","4,375"
Sauve qui peut (la vie),"Nov 12, 2010",Drama,Not Rated,"$33,458","4,240"
Valhalla Rising,"Jul 16, 2010",Action,Not Rated,"$30,638","3,883"
Dead Awake,"Dec 3, 2010",Thriller/Suspense,R,"$30,600","3,878"
Expecting Mary,"Sep 10, 2010",Comedy,PG,"$28,700","3,637"
BoyBand,"Jun 4, 2010",Comedy,Not Rated,"$28,336","3,591"
The Exploding Girl,"Mar 12, 2010",Drama,Not Rated,"$25,572","3,241"
The Boat That Rocked,"Nov 13, 2009",Comedy,R,"$23,352","2,959"
Handsome Harry,"Apr 16, 2010",Drama,R,"$22,878","2,899"
The Good Heart,"Apr 30, 2010",Drama,R,"$20,930","2,652"
Douchebag,"Oct 1, 2010",Comedy,Not Rated,"$20,615","2,612"
Prince of Broadway,"Sep 3, 2010",Drama,Not Rated,"$20,450","2,591"
The Korean,"Feb 5, 2010",Action,Not Rated,"$20,279","2,570"
Guy and Madeline on a Park …,"Nov 5, 2010",Musical,Not Rated,"$19,557","2,478"
The People I've Slept With,"Aug 13, 2010",Romantic Comedy,Not Rated,"$19,137","2,425"
L'Argent de poche,"Nov 24, 2009",Comedy,PG,"$18,675","2,366"
Red Hill,"Nov 5, 2010",Thriller/Suspense,R,"$18,224","2,309"
Bitch Slap,"Jan 8, 2010",Action,R,"$17,365","2,200"
Nora Inu,"Jan 6, 2010",N/A,Not Rated,"$15,648","1,983"
Paper Man,"Apr 23, 2010",Comedy,R,"$15,389","1,950"
Dreamkiller,"Feb 19, 2010",Thriller/Suspense,R,"$15,318","1,941"
Revanche,"May 1, 2009",Thriller/Suspense,Not Rated,"$13,918","1,764"
Le combat dans l'île,"Jun 12, 2009",Thriller/Suspense,PG-13,"$13,632","1,727"
Welcome,"May 7, 2010",Drama,Not Rated,"$13,461","1,706"
Jim,"Oct 8, 2010",Drama,Not Rated,"$13,015","1,649"
Violet Tendencies,"Nov 5, 2010",Comedy,Not Rated,"$11,863","1,503"
White Wedding,"Sep 3, 2010",Comedy,PG-13,"$11,711","1,484"
Milh Hadha al-Bahr,"Aug 13, 2010",Drama,Not Rated,"$11,662","1,478"
16 to Life,"Sep 3, 2010",Romantic Comedy,Not Rated,"$11,574","1,466"
Cherry,"Oct 8, 2010",Drama,R,"$11,362","1,440"
Children of Invention,"Mar 12, 2010",Drama,Not Rated,"$11,183","1,417"
Circle,"Aug 27, 2010",Horror,Not Rated,"$10,024","1,270"
Down Terrace,"Oct 15, 2010",Black Comedy,R,"$9,812","1,243"
Wonderful World,"Jan 8, 2010",Drama,R,"$9,309","1,179"
Broderskab,"Aug 6, 2010",Drama,Not Rated,"$8,979","1,138"
Shanghai Red,"Jan 1, 2010",Thriller/Suspense,Not Rated,"$8,734","1,106"
The Freebie,"Sep 17, 2010",Romantic Comedy,R,"$8,300","1,051"
Jerusalema,"Jun 11, 2010",Action,R,"$7,294",924
Logan,"Sep 10, 2010",Drama,Not Rated,"$7,137",904
Misconceptions,"Jan 22, 2010",Comedy,Not Rated,"$6,892",873
Watercolors,"Jan 22, 2010",Drama,Not Rated,"$6,305",799
BearCity,"Oct 22, 2010",Romantic Comedy,Not Rated,"$5,980",757
Okuribito,"May 29, 2009",Drama,PG-13,"$5,800",735
Midnight Reckoning,"Sep 10, 2010",Thriller/Suspense,PG-13,"$5,673",719
Home,"Nov 27, 2009",Drama,Not Rated,"$5,517",699
Beeswax,"Aug 7, 2009",Comedy,Not Rated,"$5,151",652
Hadewijch,"Dec 24, 2010",Drama,Not Rated,"$5,006",634
The Winning Season,"Sep 3, 2010",Comedy,PG-13,"$5,000",633
Cosa Voglio Di Piu,"Dec 3, 2010",Drama,Not Rated,"$4,998",633
"Polițist, Adjectiv","Dec 23, 2009",Drama,Not Rated,"$4,908",622
Inhale,"Oct 22, 2010",Thriller/Suspense,R,"$4,115",521
Zenith,"Oct 1, 2010",Thriller/Suspense,Not Rated,"$4,052",513
Heartless,"Nov 19, 2010",Horror,Not Rated,"$3,697",468
Big Fan,"Aug 28, 2009",Comedy,R,"$3,666",464
Speed-Dating,"Jun 4, 2010",Romantic Comedy,R,"$3,394",430
My Year Without Sex,"Mar 12, 2010",Comedy,Not Rated,"$3,119",395
Altiplano,"Aug 20, 2010",Drama,Not Rated,"$3,063",388
Helena From the Wedding,"Nov 12, 2010",Drama,Not Rated,"$2,692",341
The Slammin' Salmon,"Dec 11, 2009",Comedy,R,"$2,510",318
Daniel y Ana,"Aug 27, 2010",Drama,Not Rated,"$2,372",300
El Súperstar: The Unlikely …,"Sep 17, 2010",Comedy,Not Rated,"$2,330",295
You Won’t Miss Me,"Dec 10, 2010",Drama,Not Rated,"$2,240",283
As Good as Dead,"Oct 8, 2010",Thriller/Suspense,R,"$2,093",265
White On Rice,"Sep 11, 2009",Romantic Comedy,PG-13,"$1,985",251
Falling Awake,"Jan 29, 2010",Thriller/Suspense,R,"$1,978",250
Clear Blue Tuesday,"Sep 3, 2010",Musical,Not Rated,"$1,780",225
Carmo,"Oct 15, 2010",Drama,Not Rated,"$1,512",191
Drool,"Jan 22, 2010",Comedy,Not Rated,"$1,403",177
Trucker,"Oct 9, 2009",Drama,R,"$1,237",156
Un baiser s'il vous plaît,"Mar 27, 2009",Romantic Comedy,Not Rated,$814,103
Daddy's Home,"Sep 10, 2010",Thriller/Suspense,Not Rated,$796,100
The Magician,"Oct 29, 2010",Black Comedy,Not Rated,$406,51
Tru Loved,"Oct 17, 2008",Romantic Comedy,R,$275,34
The Hangover Part II,"May 26, 2011",Comedy,R,"$254,464,305","32,088,815"
Cars 2,"Jun 24, 2011",Adventure,G,"$191,450,875","24,142,607"
Bridesmaids,"May 13, 2011",Comedy,R,"$169,211,718","21,338,174"
Kung Fu Panda 2,"May 26, 2011",Adventure,PG,"$165,249,063","20,838,469"
Rio,"Apr 15, 2011",Adventure,PG,"$143,619,809","18,110,947"
Super 8,"Jun 10, 2011",Thriller/Suspense,PG-13,"$127,004,179","16,015,659"
Rango,"Mar 4, 2011",Western,PG,"$123,477,607","15,570,947"
Horrible Bosses,"Jul 8, 2011",Comedy,R,"$117,538,559","14,822,012"
The King’s Speech,"Nov 26, 2010",Drama,R,"$115,865,048","14,610,977"
Paranormal Activity 3,"Oct 21, 2011",Horror,R,"$104,007,828","13,115,741"
Just Go With It,"Feb 11, 2011",Romantic Comedy,PG-13,"$103,028,109","12,992,195"
Bad Teacher,"Jun 24, 2011",Comedy,R,"$100,292,856","12,647,270"
The Lion King,"Jun 15, 1994",Adventure,G,"$94,233,351","11,883,146"
"Crazy, Stupid, Love","Jul 29, 2011",Comedy,PG-13,"$84,351,197","10,636,973"
Battle: Los Angeles,"Mar 11, 2011",Action,PG-13,"$83,552,429","10,536,245"
Zookeeper,"Jul 8, 2011",Romantic Comedy,PG,"$80,360,866","10,133,778"
Tower Heist,"Nov 4, 2011",Comedy,PG-13,"$76,802,225","9,685,022"
Contagion,"Sep 9, 2011",Thriller/Suspense,PG-13,"$75,658,097","9,540,744"
Jack and Jill,"Nov 11, 2011",Comedy,PG,"$71,697,648","9,041,317"
No Strings Attached,"Jan 21, 2011",Romantic Comedy,R,"$70,662,220","8,910,747"
Unknown,"Feb 18, 2011",Thriller/Suspense,PG-13,"$63,686,397","8,031,072"
Happy Feet Two,"Nov 18, 2011",Musical,PG,"$60,965,866","7,688,003"
Black Swan,"Dec 3, 2010",Thriller/Suspense,R,"$59,146,887","7,458,624"
Midnight in Paris,"May 20, 2011",Romantic Comedy,PG-13,"$56,377,732","7,109,423"
Friends with Benefits,"Jul 22, 2011",Romantic Comedy,R,"$55,802,754","7,036,917"
Source Code,"Apr 1, 2011",Thriller/Suspense,PG-13,"$54,712,227","6,899,398"
Insidious,"Apr 1, 2011",Horror,R,"$54,009,150","6,810,737"
The Dilemma,"Jan 14, 2011",Comedy,PG-13,"$48,475,290","6,112,899"
New Year’s Eve,"Dec 9, 2011",Romantic Comedy,PG-13,"$47,257,823","5,959,372"
Little Fockers,"Dec 22, 2010",Comedy,PG-13,"$45,862,410","5,783,406"
Arthur Christmas,"Nov 23, 2011",Adventure,PG,"$45,820,235","5,778,087"
Hall Pass,"Feb 25, 2011",Comedy,R,"$45,060,734","5,682,312"
Final Destination 5,"Aug 12, 2011",Horror,R,"$42,587,643","5,370,447"
Tron: Legacy,"Dec 17, 2010",Adventure,PG,"$40,757,919","5,139,712"
Hanna,"Apr 8, 2011",Thriller/Suspense,PG-13,"$40,259,119","5,076,811"
Spy Kids: All the Time in t…,"Aug 19, 2011",Adventure,PG,"$38,536,376","4,859,568"
Scream 4,"Apr 15, 2011",Horror,R,"$38,180,928","4,814,745"
"Big Mommas: Like Father, Li…","Feb 18, 2011",Comedy,PG-13,"$37,915,414","4,781,263"
Paul,"Mar 18, 2011",Comedy,R,"$37,412,945","4,717,900"
The Roommate,"Feb 4, 2011",Thriller/Suspense,PG-13,"$37,300,107","4,703,670"
Jumping the Broom,"May 6, 2011",Romantic Comedy,PG-13,"$37,295,394","4,703,076"
The Change-Up,"Aug 5, 2011",Comedy,R,"$37,243,418","4,696,522"
In Time,"Oct 28, 2011",Thriller/Suspense,PG-13,"$37,076,415","4,675,462"
30 Minutes or Less,"Aug 12, 2011",Black Comedy,R,"$37,053,924","4,672,625"
Colombiana,"Aug 26, 2011",Thriller/Suspense,PG-13,"$36,665,854","4,623,689"
Sucker Punch,"Mar 25, 2011",Action,R,"$36,392,502","4,589,218"
Larry Crowne,"Jul 1, 2011",Romantic Comedy,PG-13,"$35,608,245","4,490,321"
A Very Harold & Kumar 3D Ch…,"Nov 4, 2011",Comedy,R,"$34,928,545","4,404,608"
Courageous,"Sep 30, 2011",Drama,PG-13,"$34,035,920","4,292,045"
Abduction,"Sep 23, 2011",Thriller/Suspense,PG-13,"$28,087,155","3,541,885"
The Sitter,"Dec 9, 2011",Black Comedy,R,"$26,816,340","3,381,632"
Season of the Witch,"Jan 7, 2011",Action,PG-13,"$24,827,228","3,130,797"
Our Idiot Brother,"Aug 26, 2011",Comedy,R,"$24,814,830","3,129,234"
Your Highness,"Apr 8, 2011",Comedy,R,"$21,596,445","2,723,385"
Dream House,"Sep 30, 2011",Horror,PG-13,"$21,302,340","2,686,298"
Country Strong,"Dec 22, 2010",Drama,PG-13,"$20,099,179","2,534,574"
Shark Night 3D,"Sep 2, 2011",Horror,PG-13,"$18,877,153","2,380,473"
Apollo 18,"Sep 2, 2011",Thriller/Suspense,PG-13,"$17,686,929","2,230,381"
What's Your Number?,"Sep 30, 2011",Romantic Comedy,R,"$14,011,084","1,766,845"
Warrior,"Sep 9, 2011",Drama,PG-13,"$13,657,115","1,722,208"
The Tree of Life,"May 27, 2011",Drama,PG-13,"$13,305,665","1,677,890"
The Darkest Hour,"Dec 25, 2011",Action,PG-13,"$13,137,963","1,656,741"
The Tourist,"Dec 10, 2010",Thriller/Suspense,PG-13,"$12,997,966","1,639,087"
Young Adult,"Dec 9, 2011",Comedy,R,"$12,669,252","1,597,636"
Drive Angry,"Feb 25, 2011",Action,R,"$10,721,033","1,351,958"
Win Win,"Mar 18, 2011",Drama,R,"$10,179,275","1,283,641"
Prom,"Apr 29, 2011",Comedy,PG,"$10,130,219","1,277,455"
